first_word,ends_question,tag,hour_utc,weekday_utc,account_creation_year,question_length,time_to_answer,chance_of_answer,questions
is,true,python,00,Tuesday,2017,medium,37.094473981982816,1,2
how,true,python,00,Saturday,2015,short,8.5267144609783081,1,8
why,true,python,00,Saturday,2017,medium,74.649513495985971,0.66666666666666663,6
what,true,python,00,Tuesday,2010,short,4,1,1
why,false,data-science,00,Saturday,2018,short,334.99999999999994,1,1
how,true,python,00,Friday,2018,long,129.24263558886304,0.8666666666666667,15
how,true,python,00,Monday,2019,long,72.581743225798462,0.72222222222222221,18
how,false,python,00,Monday,2016,short,7.1919663481478091,1,3
how,true,python,00,Saturday,2016,short,23.97460722067585,0.81818181818181823,11
is,true,python,00,Tuesday,2014,medium,,0,1
how,false,python,00,Saturday,2018,medium,136.72672027002051,0.84615384615384615,13
how,true,python,00,Friday,2017,short,11.839642917179976,0.91304347826086951,23
how,false,python,00,Wednesday,2017,medium,82.192744599542479,0.91666666666666663,24
how,false,python,00,Monday,2013,medium,323.32707247692673,0.83333333333333337,6
how,true,python,00,Saturday,2013,long,8325.9999999999964,0.33333333333333331,3
how,false,r,00,Sunday,2019,long,,0,2
how,false,python,00,Monday,2018,short,14.064391895345057,0.84210526315789469,19
how,true,mysql,00,Sunday,2016,long,10.535653752852738,1,2
how,false,mysql,00,Thursday,,short,179407.99999999988,1,1
how,true,r,00,Thursday,2018,short,114.56639468245784,1,5
why,true,python,00,Thursday,2009,medium,10.954451150103321,1,2
why,true,r,00,Friday,2019,long,,0,1
how,true,python,00,Monday,2018,short,14.667407506258293,0.9,20
how,true,r,00,Tuesday,2017,long,41.253360652650493,1,5
i,false,python,00,Friday,2018,medium,15,1,1
i,false,python,00,Tuesday,2015,long,,0,1
how,false,r,00,Friday,2015,long,70.000000000000028,0.33333333333333331,3
how,false,python,00,Thursday,2018,short,21.633367184761457,0.81818181818181823,11
how,true,python,00,Monday,2017,medium,52.608355267703658,0.90909090909090906,22
how,true,python,00,Tuesday,2019,medium,43.626061260826027,0.80851063829787229,47
how,false,python,00,Monday,2019,medium,30.022604963325698,0.75,24
can,true,python,00,Saturday,2012,medium,15.999999999999998,1,1
how,false,python,00,Thursday,2016,short,113.67226462668424,0.9,10
how,false,python,00,Saturday,2019,medium,66.9971282955842,0.88235294117647056,17
why,true,python,00,Tuesday,2016,long,533.18950576444433,1,6
is,true,python,00,Friday,2017,medium,19.331219216575313,0.75,4
can,false,mysql,00,Thursday,2012,medium,,0,1
how,false,python,00,Thursday,2016,medium,79.283290386298987,0.91666666666666663,12
is,true,python,00,Saturday,2017,medium,101.55129357064781,0.83333333333333337,6
how,false,python,00,Sunday,2019,medium,25.540784222305067,0.5625,16
how,false,python,00,Tuesday,2015,short,114.09630724908308,0.6,5
why,true,python,00,Saturday,2018,medium,20.9453653908131,0.8,5
how,false,python,00,Wednesday,2019,long,32.023048759189926,0.7142857142857143,14
how,true,python,00,Wednesday,2017,long,139.79778803947136,0.76190476190476186,21
how,true,python,00,Wednesday,2019,medium,73.7096442677631,0.96296296296296291,27
how,true,r,00,Monday,2017,medium,21.2563718819087,0.625,8
how,true,r,00,Wednesday,2017,short,2.8844991406148166,0.6,5
how,false,mysql,00,Saturday,2015,short,3.0000000000000004,1,1
how,true,python,00,Friday,2016,medium,20.72051672694251,0.83333333333333337,18
how,false,python,00,Tuesday,2016,medium,27.15439109748613,0.76923076923076927,13
how,true,r,00,Tuesday,2016,medium,25.489892734401291,0.83333333333333337,6
why,true,python,00,Sunday,2014,short,1.4142135623730949,1,2
how,true,r,00,Saturday,2017,medium,24.779770811749639,1,6
how,false,python,00,Friday,2008,long,6,1,1
how,false,python,00,Tuesday,2018,medium,65.266943990218778,0.8,15
how,true,python,00,Thursday,2017,short,10.676361188935372,0.81818181818181823,22
how,true,python,00,Wednesday,2014,medium,37.787641903144007,0.69230769230769229,13
how,false,python,00,Tuesday,2011,medium,184.50395479217482,1,3
how,true,python,00,Friday,2017,long,45.6620180920959,1,10
how,false,python,00,Friday,2014,medium,141.19472335862,1,7
i,false,r,00,Tuesday,2018,medium,,0,1
what,true,python,00,Monday,2012,long,,0,1
how,true,python,00,Tuesday,2016,short,13.958606426199646,1,5
what,true,python,00,Friday,2018,medium,,0,1
how,false,python,00,Tuesday,2015,medium,13.55406655486235,0.88888888888888884,9
how,false,python,00,Wednesday,2019,medium,11.399485622278142,0.6470588235294118,17
how,true,mysql,00,Thursday,2013,medium,13.999999999999996,1,1
how,true,python,00,Saturday,2017,medium,25.588855432602024,0.92,25
how,true,r,00,Monday,2018,short,7.9999999999999982,0.5,2
how,false,mysql,00,Monday,2014,short,8.9442719099991574,1,2
how,true,python,00,Sunday,2016,medium,157.91256415787248,1,12
what,true,python,00,Monday,2015,long,,0,1
how,true,python,00,Monday,2019,medium,90.763441218326477,0.95454545454545459,22
is,true,machine-learning,00,Wednesday,2017,short,102.7423963123306,1,2
how,false,python,00,Wednesday,2017,long,46.629263882227292,0.7857142857142857,14
how,true,python,00,Saturday,2016,long,204.42193917045361,0.66666666666666663,9
why,true,python,00,Tuesday,2010,medium,845.00000000000011,1,1
how,false,python,00,Thursday,2019,medium,55.357992064869968,0.95454545454545459,22
how,false,python,00,Sunday,2019,short,26.859524789086645,0.75,20
how,false,python,00,Monday,2015,medium,37.314284013794513,0.875,8
how,true,python,00,Saturday,2013,short,104.42967194219764,1,4
how,true,python,00,Wednesday,,medium,29.580398915498087,0.66666666666666663,3
how,true,python,00,Sunday,2013,short,93.371347588063344,0.875,8
how,false,python,00,Saturday,2018,long,89.273725038866729,0.8,15
what,true,python,00,Thursday,2012,long,360.00000000000006,1,1
how,true,python,00,Tuesday,2019,long,111.13469325899985,0.70833333333333337,24
how,true,python,00,Wednesday,2017,medium,38.480509057972967,0.7857142857142857,28
how,false,r,00,Wednesday,2019,medium,54.326395268240248,1,6
how,true,python,00,Tuesday,2017,medium,70.113935930885575,0.75757575757575757,33
how,false,python,00,Friday,2017,medium,22.962872035234984,0.95652173913043481,23
how,false,python,00,Tuesday,2017,long,76.988128499153731,0.66666666666666663,15
i,false,python,00,Thursday,2019,long,449.69989993327772,0.66666666666666663,3
how,true,python,00,Sunday,2017,long,73.992020842683516,0.9,10
how,true,r,00,Thursday,2016,short,20.316411761540522,0.8,5
how,true,python,00,Tuesday,2014,long,151.37634792711046,0.8,5
how,true,python,00,Tuesday,2011,long,8.831760866327846,1,2
how,false,python,00,Friday,2019,medium,26.399098773684003,0.85,20
how,true,python,00,Thursday,2019,medium,19.478202551734785,0.73913043478260865,23
what,true,python,00,Saturday,2015,short,10.000000000000002,1,1
how,false,r,00,Tuesday,2016,long,198.94133940966262,1,3
how,true,python,00,Saturday,2017,short,28.21880791990165,0.76923076923076927,13
what,true,python,00,Saturday,2014,medium,53.833075334779082,0.66666666666666663,3
how,true,r,00,Friday,2017,long,47.90615826801394,1,2
can,true,mysql,00,Thursday,2018,short,831.00000000000034,1,1
what,true,python,00,Thursday,2019,long,17,1,1
what,false,python,00,Monday,2012,long,3.0000000000000004,1,1
how,false,r,00,Tuesday,2019,short,90.1554213566771,0.5,4
how,true,python,00,Sunday,2018,medium,30.852650435464689,0.58333333333333337,12
how,false,mysql,00,Tuesday,2019,medium,13.999999999999996,0.5,2
how,true,python,00,Monday,2017,short,84.376869711246414,0.875,16
how,true,python,00,Wednesday,2008,medium,7990.3062472222891,1,3
how,true,python,00,Friday,2019,medium,23.845725494945704,0.77272727272727271,22
how,false,python,00,Monday,2016,long,30.000000000000004,0.5,2
how,false,python,00,Tuesday,2013,long,62.356256324203066,1,3
what,false,machine-learning,00,Friday,2017,short,388.99999999999983,1,1
what,true,python,00,Sunday,2019,medium,17,0.5,2
how,false,r,00,Friday,2019,long,536.11570003638747,0.75,4
why,true,python,00,Saturday,2016,short,16.431676725154979,1,2
how,true,python,00,Thursday,2017,long,214.95204478904526,0.66666666666666663,18
how,true,r,00,Saturday,2017,long,172.71868924021095,1,3
i,false,mysql,00,Monday,2018,short,151.78932768808227,1,2
how,false,python,00,Wednesday,2018,short,13.070879400821754,0.95454545454545459,22
is,true,python,00,Thursday,2013,short,77.562877718661241,1,2
how,true,r,00,Sunday,2017,short,8.1240384046359591,0.33333333333333331,6
how,true,python,00,Thursday,2012,medium,37.734308603414881,0.6,10
how,true,mysql,00,Thursday,2012,medium,19.999999999999996,0.5,2
can,false,python,00,Thursday,2015,short,27,1,1
how,true,python,00,Friday,2011,medium,64.983345171130637,0.77777777777777779,9
how,true,mysql,00,Thursday,2017,short,8.48528137423857,0.66666666666666663,3
how,false,machine-learning,00,Tuesday,2018,short,691.99999999999977,1,1
how,false,r,00,Monday,2016,long,888.94094292028183,0.66666666666666663,3
how,true,r,00,Sunday,2016,long,48.000000000000007,1,1
how,false,python,00,Wednesday,2012,short,1,0.5,2
how,false,r,00,Wednesday,2012,medium,4,1,1
what,true,mysql,00,Saturday,2016,medium,20.562372005497878,1,3
how,true,python,00,Monday,2013,medium,59.7289792937561,0.83333333333333337,6
how,true,python,00,Saturday,2014,medium,30.246135126534526,0.84615384615384615,13
is,false,mysql,00,Monday,,short,38.999999999999993,1,1
what,false,mysql,00,Tuesday,2019,long,6.9999999999999991,1,1
why,false,r,00,Thursday,2018,long,21,1,1
how,true,python,00,Wednesday,2017,short,39.375131976544374,0.86363636363636365,22
is,false,python,00,Sunday,2018,long,716.99999999999989,1,1
how,false,python,00,Tuesday,2013,medium,27.194989265374023,0.5714285714285714,7
how,true,python,00,Monday,2014,short,432.71815307426124,0.66666666666666663,3
why,true,r,00,Friday,2017,medium,19.999999999999996,1,1
can,true,python,00,Monday,2018,long,7.9999999999999982,1,1
why,true,python,00,Friday,2018,medium,28.618176042508374,0.66666666666666663,3
i,false,mysql,00,Monday,2019,short,,0,1
how,false,mysql,00,Wednesday,2016,short,65.414065765705175,0.66666666666666663,3
is,true,python,00,Sunday,2019,medium,4.8989794855663558,0.5,4
is,true,r,00,Wednesday,2019,medium,53.758720222862458,0.66666666666666663,3
how,true,python,00,Friday,2019,short,15.178751596179588,0.61111111111111116,18
why,true,python,00,Wednesday,2016,long,11265.999999999991,0.5,2
can,false,python,00,Monday,2018,medium,19.698820649678673,1,3
how,false,r,00,Wednesday,2017,medium,35.004751219040692,0.5714285714285714,7
how,true,python,00,Sunday,2019,long,63.124200243781139,0.66666666666666663,12
how,false,python,00,Wednesday,2010,medium,41.082127665433447,1,3
how,true,mysql,00,Thursday,2016,medium,14.071247279470295,1,2
how,true,r,00,Wednesday,2014,medium,113.11089844748572,0.8,5
what,true,r,00,Tuesday,2019,long,17.999999999999996,0.5,2
how,true,python,00,Thursday,2018,long,82.8741677992602,0.55555555555555558,18
how,false,python,00,Wednesday,2011,long,998.79126948527153,0.66666666666666663,3
why,true,python,00,Friday,2012,long,38.999999999999993,0.5,2
how,false,mysql,00,Sunday,2017,long,11.000000000000002,0.2,5
why,false,python,00,Thursday,2018,medium,152.8921188289311,1,2
how,false,python,00,Saturday,2015,long,214.59263733874928,0.66666666666666663,3
how,true,python,00,Tuesday,2013,medium,8.5050202591821833,0.75,8
i,false,python,00,Saturday,2014,medium,34.000000000000007,1,1
how,false,python,00,Saturday,2008,long,13,1,1
how,true,python,00,Sunday,2016,long,227.8191053866561,0.625,8
how,true,python,00,Wednesday,2016,short,25.629999265522734,0.84615384615384615,13
can,true,r,00,Thursday,2019,short,1,1,1
what,false,python,00,Tuesday,2016,long,,0,1
how,true,python,00,Sunday,2018,short,16.677975272541371,0.83333333333333337,18
how,false,python,00,Sunday,2018,short,51.331894685425183,0.8,10
how,true,r,00,Friday,2013,medium,2290.1266340532347,1,2
how,true,python,00,Friday,2014,long,117.31962280958834,0.7142857142857143,7
is,false,python,00,Sunday,2010,medium,7560.9999999999964,1,1
can,false,python,00,Wednesday,2015,long,318.50274724089894,1,2
why,false,python,00,Thursday,2017,short,9.7979589711327115,1,2
why,true,r,00,Sunday,2014,short,13,1,1
why,true,python,00,Monday,2012,short,1133.8963913439959,0.75,4
is,true,r,00,Thursday,2018,medium,8488,1,1
how,false,r,00,Thursday,2018,long,,0,1
i,false,r,00,Monday,2018,long,74.000000000000028,1,1
how,false,python,00,Friday,2013,medium,1681.5230702391545,0.66666666666666663,6
i,false,r,00,Friday,2017,short,1147.0000000000005,1,1
how,true,r,00,Friday,2018,short,6,1,2
how,true,python,00,Monday,2015,medium,86.054124265065354,1,9
how,false,python,00,Monday,2018,medium,45.810135814849531,0.82352941176470584,17
how,true,python,00,Wednesday,2010,medium,6.9999999999999991,1,1
how,true,data-science,00,Wednesday,2010,medium,6.9999999999999991,1,1
how,true,python,00,Friday,2018,short,19.985887775765676,0.76190476190476186,21
i,false,python,00,Friday,2019,medium,406.99999999999983,0.33333333333333331,3
is,true,r,00,Saturday,2015,long,267.00000000000006,1,1
how,true,python,00,Saturday,,short,43.889876125371366,1,3
how,false,mysql,00,Sunday,2019,long,53.000000000000007,0.5,2
is,true,python,00,Wednesday,2019,medium,206.90883791788147,0.66666666666666663,6
how,false,mysql,00,Friday,2016,medium,99.075728612006728,1,2
i,false,r,00,Tuesday,2019,medium,,0,1
is,false,python,00,Tuesday,2017,medium,,0,1
how,true,python,00,Wednesday,2018,long,136.93138731908027,0.77777777777777779,18
how,true,r,00,Wednesday,2018,long,130.41836751360074,1,4
why,true,python,00,Sunday,2013,short,12,1,2
how,false,mysql,00,Friday,2013,medium,29.373681848199844,0.75,4
i,false,python,00,Tuesday,2018,long,44.271887242357309,0.66666666666666663,3
what,false,python,00,Saturday,2018,short,27.999999999999996,0.33333333333333331,3
how,false,python,00,Friday,2016,medium,86.595517041373384,0.7,10
i,false,mysql,00,Tuesday,2018,long,1226.9999999999998,0.5,2
is,true,python,00,Friday,2010,long,,0,1
how,false,machine-learning,00,Wednesday,2019,long,9.0000000000000018,1,1
what,false,python,00,Tuesday,,medium,,0,1
how,true,python,00,Thursday,2009,medium,1952.0166214543628,1,3
how,true,python,00,Wednesday,2019,short,30.868613490453942,0.66666666666666663,12
how,false,python,00,Saturday,2019,short,26.776603888870607,0.83333333333333337,12
why,true,mysql,00,Monday,2015,medium,,0,1
how,false,machine-learning,00,Sunday,2019,short,40,1,1
how,false,python,00,Sunday,2015,long,39.296016188494008,1,3
what,false,python,00,Thursday,2016,short,6.6332495807108005,1,2
how,true,r,00,Tuesday,2013,medium,15.990418218052504,1,5
how,true,python,00,Tuesday,2012,short,7.3208253246098511,1,10
how,false,python,00,Saturday,2017,long,2428.0804757507244,0.7142857142857143,7
how,false,python,00,Sunday,2014,medium,,0,2
how,true,r,00,Tuesday,2015,short,79.999999999999972,1,1
why,true,python,00,Monday,2017,medium,171.56966063456781,0.75,4
how,false,python,00,Monday,2017,long,18.80315389724246,0.875,8
how,false,r,00,Sunday,2017,long,55.289929027017656,1,3
why,true,python,00,Sunday,2017,short,2362.9999999999995,1,1
is,false,mysql,00,Saturday,2018,short,15,1,1
can,false,python,00,Friday,2016,medium,31,1,1
why,true,python,00,Saturday,2019,medium,2.8502698827717987,0.8,5
how,false,mysql,00,Monday,2019,long,25.57288557212615,0.8,5
i,false,python,00,Thursday,,long,9.0000000000000018,1,1
why,true,python,00,Wednesday,2014,medium,32.970282398468449,1,3
how,false,python,00,Sunday,2016,long,27.999999999999996,0.33333333333333331,3
how,true,python,00,Monday,2019,short,49.7703724528545,0.7142857142857143,21
how,false,python,00,Thursday,2011,medium,29.2549849053894,0.6,5
how,true,python,00,Wednesday,2012,medium,86.54178057715616,0.625,8
is,true,mysql,00,Thursday,2017,medium,27.999999999999996,1,1
how,false,python,00,Thursday,2013,short,23,1,1
why,true,python,00,Sunday,2017,long,41.207749822507139,1,3
why,true,mysql,00,Friday,2014,long,11.000000000000002,1,1
what,true,python,00,Thursday,2019,short,8.4901847487755475,1,3
is,true,python,00,Saturday,2018,medium,28.708369400056934,0.7142857142857143,7
how,true,mysql,00,Sunday,2018,short,1,1,1
why,false,python,00,Thursday,2019,long,6,1,1
why,true,mysql,00,Saturday,2017,long,4.9999999999999991,1,1
what,true,r,00,Thursday,2017,long,149,1,1
how,false,python,00,Saturday,2018,short,21.794599085373338,0.66666666666666663,15
i,false,python,00,Wednesday,2019,short,540.99999999999977,0.5,2
how,true,python,00,Friday,,short,27.173099124607067,0.75,4
how,true,r,00,Wednesday,2015,medium,7.9372539331937713,0.66666666666666663,3
how,false,python,00,Wednesday,2018,medium,25.53439486399725,0.82608695652173914,23
why,true,mysql,00,Tuesday,2019,short,3.0000000000000004,1,1
what,true,python,00,Friday,2013,medium,26.250052909946263,1,3
how,true,python,00,Tuesday,2015,medium,32.439734855910622,1,7
how,false,python,00,Thursday,2018,medium,83.895171736196843,0.88235294117647056,17
can,false,python,00,Saturday,2019,medium,,0,1
can,false,python,00,Friday,2017,short,6,0.5,2
how,false,python,00,Saturday,2019,long,96.859639165903644,0.76923076923076927,13
can,false,mysql,00,Wednesday,2018,medium,62.000000000000007,1,1
how,true,python,00,Sunday,2011,short,201.00746254803582,0.66666666666666663,3
why,true,r,00,Friday,2016,medium,82.000000000000014,1,1
is,true,python,00,Thursday,2013,medium,1062.9999999999998,1,1
i,true,python,00,Saturday,2017,medium,48.000000000000007,1,1
how,false,python,00,Monday,2019,short,32.960808593727194,0.66666666666666663,12
how,true,r,00,Monday,2015,medium,22.138247888531051,1,3
why,true,python,00,Tuesday,2019,short,1300.106149512415,0.4,5
how,true,r,00,Saturday,2019,medium,32.224301542140324,0.83333333333333337,6
how,true,r,00,Tuesday,2019,short,32.496153618543843,1,2
how,true,python,00,Tuesday,2016,medium,31.029363308797276,1,14
i,false,python,00,Monday,2019,long,64.654577870394917,1,3
how,true,python,00,Monday,2016,long,287.02238741133476,0.83333333333333337,6
is,true,machine-learning,00,Monday,2017,short,,0,1
how,false,python,00,Tuesday,2014,medium,23.402696107595307,1,8
how,false,machine-learning,00,Tuesday,2014,medium,36,1,1
is,true,python,00,Saturday,2017,short,16.135000512065925,1,4
how,true,mysql,00,Tuesday,2018,medium,1697.0677607968817,1,4
how,false,python,00,Wednesday,2016,medium,52.334687301859155,0.66666666666666663,6
how,true,python,00,Thursday,2015,long,70.831644704943514,0.83333333333333337,6
how,false,python,00,Saturday,2016,long,2868.3673915821805,1,4
how,true,mysql,00,Thursday,2013,short,3.0000000000000004,1,1
can,false,python,00,Thursday,2015,medium,7.2111025509279774,1,2
how,false,python,00,Friday,2017,short,37.812560684564964,1,12
why,true,machine-learning,00,Saturday,2018,short,35169.000000000015,1,1
is,true,python,00,Thursday,2015,long,589.99999999999977,1,1
how,false,python,00,Wednesday,,short,7.9437637671645467,1,6
why,true,python,00,Sunday,2017,medium,12.368127805281752,1,4
how,true,python,00,Saturday,2017,long,113.46922564512982,0.75,8
how,false,python,00,Wednesday,2017,short,17.708527658882794,0.90909090909090906,11
how,false,machine-learning,00,Thursday,2018,medium,34.999999999999993,0.5,2
how,false,r,00,Sunday,2018,medium,66.520673478250387,1,2
how,true,python,00,Saturday,2011,medium,177.46623945079813,1,4
how,false,r,00,Thursday,2016,medium,2710.0000000000009,0.5,2
is,false,machine-learning,00,Tuesday,2011,short,252.00000000000003,1,1
how,false,r,00,Monday,2016,medium,64.367452614422987,1,5
how,true,machine-learning,00,Thursday,2019,medium,,0,1
how,true,r,00,Saturday,2019,short,24.530961590307459,0.7142857142857143,7
how,true,python,00,Tuesday,2018,short,12.15244691726163,0.75,16
how,true,python,00,Saturday,2014,long,64.691575958543481,1,2
why,true,python,00,Sunday,,medium,,0,1
how,true,python,00,Friday,2014,medium,404.98807736119824,0.88888888888888884,9
how,true,r,00,Friday,2016,short,3.0000000000000004,0.5,2
how,true,python,00,Friday,2013,medium,31.84336665618132,1,2
can,true,r,00,Friday,2017,medium,79,1,1
what,true,mysql,00,Sunday,2017,short,758,1,1
how,true,python,00,Saturday,2018,long,38.499542099309245,0.7,10
how,true,r,00,Sunday,2017,medium,429.02493898441463,1,5
why,false,python,00,Friday,2017,medium,9.1815003172466483,1,3
can,false,r,00,Tuesday,2018,long,151,1,1
how,true,r,00,Saturday,2016,short,2,1,1
i,false,mysql,00,Tuesday,2017,medium,34.856850115866749,1,2
how,false,python,00,Friday,2019,long,28.19757833411802,0.6,10
why,true,python,00,Friday,2018,long,2215.1994106640859,0.75,4
how,true,mysql,00,Friday,2015,medium,9.1017265169961377,0.75,4
how,false,python,00,Monday,,medium,119.99999999999997,1,1
why,true,python,00,Thursday,2014,long,17,1,1
how,false,r,00,Thursday,2013,short,21,1,1
why,true,machine-learning,00,Tuesday,2015,long,1875.2375849475707,1,2
is,false,python,00,Tuesday,2016,medium,1959.7142648865947,1,2
how,false,python,00,Monday,2016,medium,162.48972315674786,0.75,12
why,true,python,00,Monday,2015,short,,0,1
how,true,r,00,Tuesday,2015,long,19.811563493367753,1,3
is,true,python,00,Sunday,2018,medium,13.416407864998739,1,2
is,true,mysql,00,Sunday,2018,medium,15,1,1
how,false,python,00,Wednesday,2015,medium,33.901054072290989,0.82352941176470584,17
why,true,python,00,Tuesday,2012,short,99.16652661054539,1,2
is,true,python,00,Tuesday,2019,long,1153,0.33333333333333331,3
how,true,r,00,Thursday,2016,long,1269.1304109507423,1,2
how,false,r,00,Saturday,2014,medium,44.999999999999993,1,1
how,false,python,00,Thursday,2018,long,58.374650584737459,1,6
how,false,mysql,00,Saturday,2018,long,11.000000000000002,0.5,2
